#doc name topic proportion ...
0	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/a461066d41c07295283f3c02099adcd8_en_35-49_male.xml	7	0.9179244180806281	0	0.07742851855114588	8	0.003958278585728675	6	2.2480615895916636E-4	3	9.970478042347432E-5	9	9.340394673748729E-5	2	9.150428116768848E-5	4	8.09279798956827E-5	5	5.668950185761204E-5	1	4.174813345633741E-5	
1	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/f1ff6a7b7270f8b983e7898f4eaeb53b_en_35-49_female.xml	7	0.7277516790063723	0	0.1996076632460698	2	0.059011581162375475	8	0.0065023627719500805	6	0.00601236511504393	3	2.982913979012354E-4	9	2.7944090266767124E-4	4	2.4211597628394919E-4	5	1.6960060173253755E-4	1	1.2489981960309583E-4	
2	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/1585cd6e4e9e40f33d0add5f9aa021b3_en_25-34_male.xml	9	0.8794753309411877	8	0.07684666033474566	0	0.04095267045379388	6	0.0022785342602943993	7	2.949549592357432E-4	5	1.3975261086389683E-4	3	3.84240154772186E-6	2	3.526372457655233E-6	4	3.1187852165608246E-6	1	1.608880656732907E-6	
3	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/9dd443066d1d87106cf38c417792118a_en_25-34_female.xml	7	0.6343628944502754	0	0.19061792788838364	8	0.15416879120337076	6	0.020001618363488297	3	1.8239253318486648E-4	9	1.708662551841264E-4	2	1.6739114783212122E-4	4	1.4804364641308906E-4	5	1.0370357173329357E-4	1	7.637094013446622E-5	
4	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/fd17ad398d0c93b2ab737394911d9680_en_25-34_male.xml	7	0.6792692974497343	0	0.3190171914005345	8	6.18032430541039E-4	6	3.5754326945160045E-4	3	1.5857560725922174E-4	9	1.485544375244202E-4	2	1.4553311176610824E-4	4	1.2871201863856214E-4	5	9.016189739461197E-5	1	6.639837715563616E-5	
5	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/121503d0305016cc445a5409b84bd1dc_en_50-64_male.xml	3	0.8595405308866925	0	0.10000812430798078	6	0.027156060800962233	8	0.010681111432497196	2	0.001798583171881078	7	8.075171847393512E-4	9	2.7641528534167547E-6	4	2.394944907184796E-6	5	1.6776426884711336E-6	1	1.2354747978957077E-6	
6	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/69dcc34685484753917caabc186c8ee8_en_25-34_male.xml	3	0.9440274972889638	7	0.05482660480551619	0	8.204832925637784E-4	8	1.2934091393854833E-4	6	7.482612717096867E-5	9	3.1089253200216355E-5	2	3.045695460943844E-5	4	2.693666109238525E-5	5	1.8868948675142975E-5	1	1.3895754269445481E-5	
7	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/325a3910e81d6fdef13ebd10e62b6811_en_50-64_male.xml	7	0.4744827942313554	0	0.34605536017009675	6	0.1242541871758612	2	0.05489984663570152	8	1.571647409742139E-4	3	4.0325544434466915E-5	9	3.7777175663187475E-5	4	3.273127763196652E-5	5	2.2928038318899992E-5	1	1.688500996240322E-5	
8	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/dce632f5ef586e0def244e8eb45dd2b8_en_50-64_female.xml	7	0.5099019339835554	0	0.48893786044399556	8	4.184651322405761E-4	6	2.4208987124156548E-4	3	1.073703566069637E-4	9	1.0058509759618996E-4	2	9.853938054233396E-5	4	8.714994430532696E-5	5	6.1047945790269E-5	1	4.495784412586405E-5	
9	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/94abbb1487b94006fc74d0ab84ec2635_en_25-34_female.xml	7	0.787983242455117	0	0.1886088637069905	9	0.009877162558574844	2	0.0074371660649291665	6	0.005181802197368892	8	5.306615981494462E-4	3	1.3615787945307466E-4	4	1.1051608643253102E-4	5	7.741577011052029E-5	1	5.701168287413983E-5	
10	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/7f4e15c615e37f97f38fa5380ef5f327_en_50-64_female.xml	7	0.677290273255511	0	0.17001048731826507	8	0.15184027941553718	6	2.8034809364089997E-4	3	1.243384311534042E-4	9	1.1648087635867245E-4	2	1.1411186821621723E-4	4	1.0092252361326434E-4	5	7.069554432501357E-5	1	5.206267337931778E-5	
11	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/7b72e0ec27de5a09329c3a182a932fe1_en_18-24_female.xml	7	0.9003159173332201	8	0.06252916755227456	0	0.031867853453925524	1	0.004483740418425771	6	2.7910561654676626E-4	3	1.2378737460573062E-4	9	1.1596464377474181E-4	2	1.1360613485956717E-4	4	1.0047524422483281E-4	5	7.038222814247639E-5	
12	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/6f302b80bf2f244c30f509a763d9b1fa_en_35-49_male.xml	8	0.9155040848085182	4	0.08399237475212015	7	2.1550558401200822E-4	9	1.760554890698785E-4	0	6.375771437212692E-5	6	2.1071949004567803E-5	3	9.345713917814417E-6	2	8.577049469607272E-6	5	5.3137258239216276E-6	1	3.91321369174598E-6	
13	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/752e8784532ed8faa799cc8cb25dd3f3_en_35-49_male.xml	3	0.8191215025925962	0	0.10664895988191539	9	0.03408055785386995	8	0.017335835375854626	7	0.01070858182292993	2	0.009269393351682467	1	0.002799690098308314	6	2.200712633779152E-5	4	7.922346460934996E-6	5	5.5495500442830105E-6	
14	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/c5d2e865b505de7169ba7e279d479e4b_en_35-49_female.xml	7	0.6185247591057615	6	0.279776573236207	2	0.0810966149598478	0	0.017473012002524362	8	0.001597647949897414	3	4.0992669853853254E-4	9	3.840214215802281E-4	4	3.3272767340872044E-4	5	2.3307348192919415E-4	1	1.7164347030519352E-4	
15	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/77ca664bd8d7493d74e06c31310c880b_en_25-34_female.xml	8	0.7017790657383359	7	0.2648178364661794	0	0.03230761907629451	6	3.5754326945160045E-4	3	1.5857560725922174E-4	9	1.485544375244202E-4	2	1.4553311176610824E-4	4	1.2871201863856214E-4	5	9.016189739461197E-5	1	6.639837715563616E-5	
16	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/56a8086bc186ef1bc7c5df85545e0116_en_35-49_male.xml	7	0.8117091439695668	0	0.18460442883222625	6	0.0015942178417488494	2	0.0014884719913215636	8	3.0826053653596624E-4	3	7.90939105451982E-5	9	7.409557873198959E-5	4	6.419863095115654E-5	5	4.4970706216230296E-5	1	3.311800215596408E-5	
17	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/3bcfe66d0205a1ba9798f567ed9abd02_en_25-34_male.xml	7	0.932973090905744	8	0.04157223549593151	0	0.022456644623994056	2	0.002274127391274091	6	2.724641671527419E-4	3	1.2084179581647201E-4	9	1.132052105442143E-4	4	9.808438854042326E-5	5	6.870744992686634E-5	1	5.059857107575339E-5	
18	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/f88316ce3babd449f686dfbfcea929d3_en_50-64_female.xml	0	0.5107821185355786	7	0.28669413163355506	9	0.1138854520858792	8	0.0883320606809335	6	1.1563015462689294E-4	3	5.128364467763911E-5	2	4.706567751270716E-5	4	4.162570488417803E-5	5	2.9158524374360507E-5	1	2.147335797778251E-5	
19	file:/home/jamarq/PAN/KLDiv/../Data/cleaned/d6320c38e7d241a2051948d9c92d5fcc_en_35-49_female.xml	7	0.8498657802456693	0	0.14828416249290494	8	6.672821394237998E-4	6	3.8603514311924374E-4	3	1.7121216499873517E-4	9	1.603924292539402E-4	2	1.571303403791902E-4	4	1.3896880960034442E-4	5	9.734671000244667E-5	1	7.168952464823638E-5	
